t,output
5.616,0.7568625
5.617,0.75693935
5.618,0.7570164
5.619,0.7570937
5.62,0.7571713
5.621,0.757249
5.6219997,0.75732696
5.623,0.75740516
5.624,0.7574836
5.625,0.7575623
5.626,0.75764114
5.627,0.75772023
5.6280003,0.75779957
5.629,0.75787914
5.63,0.7579589
5.631,0.7580389
5.632,0.7581191
5.633,0.7581995
5.634,0.75828016
5.635,0.75836104
5.636,0.7584421
5.637,0.7585234
5.638,0.75860494
5.639,0.75868666
5.64,0.7587686
5.641,0.7588508
5.642,0.7589332
5.643,0.7590158
5.644,0.7590986
5.645,0.7591816
5.646,0.7592648
5.647,0.7593483
5.648,0.7594319
5.649,0.75951576
5.65,0.7595998
5.651,0.7596841
5.652,0.75976855
5.653,0.75985324
5.654,0.7599381
5.6549997,0.76002324
5.656,0.76010853
5.657,0.76019406
5.658,0.7602798
5.659,0.76036566
5.66,0.7604518
5.6610003,0.7605381
5.662,0.7606246
5.663,0.7607113
5.664,0.7607982
5.665,0.7608853
5.666,0.7609726
5.667,0.7610601
5.668,0.7611478
5.669,0.76123565
5.67,0.76132375
5.671,0.761412
5.672,0.7615005
5.673,0.7615891
5.674,0.761678
5.675,0.761767
5.676,0.76185626
5.677,0.76194566
5.678,0.76203525
5.679,0.762125
5.68,0.762215
5.6809998,0.7623052
5.682,0.76239556
5.683,0.7624861
5.684,0.7625768
5.685,0.7626677
5.686,0.7627588
5.687,0.76285005
5.688,0.7629415
5.689,0.7630331
5.69,0.7631249
5.691,0.76321685
5.692,0.763309
5.693,0.7634013
5.6940002,0.76349384
5.695,0.7635865
5.696,0.7636794
5.697,0.7637724
5.698,0.76386565
5.699,0.76395905
5.7,0.7640526
5.701,0.7641463
5.702,0.7642402
5.703,0.76433426
5.704,0.7644285
5.705,0.7645229
5.706,0.7646175
5.707,0.7647122
5.708,0.7648071
5.709,0.7649022
5.71,0.7649974
5.711,0.7650928
5.712,0.76518834
5.713,0.76528406
5.7139997,0.76537997
5.715,0.765476
5.716,0.7655722
5.717,0.7656686
5.718,0.7657651
5.719,0.76586175
5.7200003,0.76595855
5.721,0.7660555
5.722,0.7661527
5.723,0.76624995
5.724,0.7663474
5.725,0.766445
5.726,0.76654273
5.727,0.76664066
5.728,0.7667387
5.729,0.76683694
5.73,0.7669353
5.731,0.7670338
5.732,0.76713246
5.733,0.7672313
5.734,0.7673302
5.735,0.7674293
5.736,0.76752853
5.737,0.7676279
5.738,0.76772743
5.739,0.7678271
5.74,0.7679269
5.741,0.7680268
5.742,0.7681269
5.743,0.76822716
5.744,0.76832753
5.745,0.768428
5.746,0.76852864
5.7469997,0.76862943
5.748,0.76873034
5.749,0.7688314
5.75,0.7689326
5.751,0.7690339
5.752,0.76913536
5.7530003,0.7692369
5.754,0.7693386
5.755,0.7694405
5.756,0.76954246
5.757,0.76964456
5.758,0.7697468
5.759,0.7698491
5.76,0.7699516
5.761,0.7700542
5.762,0.770157
5.763,0.77025986
5.764,0.77036285
5.765,0.77046597
5.766,0.7705692
5.767,0.77067256
5.768,0.77077603
5.769,0.7708796
5.77,0.77098334
5.771,0.77108717
5.772,0.7711911
5.773,0.7712952
5.774,0.7713994
5.775,0.7715037
5.776,0.7716081
5.777,0.77171266
5.778,0.7718173
5.779,0.77192205
5.7799997,0.7720269
5.781,0.77213186
5.782,0.77223694
5.783,0.77234215
5.784,0.77244747
5.785,0.7725529
5.7860003,0.7726584
5.787,0.772764
5.788,0.77286977
5.789,0.7729756
5.79,0.77308154
5.791,0.7731876
5.792,0.77329373
5.793,0.7734
5.794,0.77350634
5.795,0.7736128
5.796,0.7737194
5.797,0.773826
5.798,0.77393275
5.799,0.7740396
5.8,0.77414656
5.801,0.7742536
5.802,0.7743607
5.803,0.77446795
5.804,0.7745753
5.805,0.7746827
5.8059998,0.7747902
5.807,0.7748978
5.808,0.7750055
5.809,0.7751133
5.81,0.77522117
5.811,0.7753291
5.812,0.7754372
5.813,0.7755453
5.814,0.77565354
5.815,0.77576184
5.816,0.7758702
5.817,0.7759787
5.818,0.7760872
5.8190002,0.7761959
5.82,0.7763046
5.821,0.7764134
5.822,0.7765223
5.823,0.77663124
5.824,0.77674025
5.825,0.7768494
5.826,0.7769586
5.827,0.77706784
5.828,0.7771772
5.829,0.77728665
5.83,0.77739614
5.831,0.7775057
5.832,0.77761537
5.833,0.7777251
5.834,0.7778349
5.835,0.77794474
5.836,0.77805465
5.837,0.7781646
5.838,0.7782747
5.8389997,0.77838486
5.84,0.7784951
5.841,0.77860534
5.842,0.77871567
5.843,0.77882606
5.844,0.7789365
5.8450003,0.779047
5.846,0.7791576
5.847,0.7792682
5.848,0.7793789
5.849,0.77948964
5.85,0.77960044
5.851,0.7797113
5.852,0.77982223
5.853,0.7799332
5.854,0.78004426
5.855,0.78015536
5.856,0.7802665
5.857,0.78037775
5.858,0.780489
5.859,0.78060037
5.86,0.78071177
5.861,0.78082323
5.862,0.7809347
5.863,0.7810462
5.864,0.7811578
5.865,0.78126943
5.866,0.78138113
5.867,0.7814928
5.868,0.7816046
5.869,0.7817164
5.87,0.7818283
5.871,0.78194016
5.8719997,0.7820521
5.873,0.7821641
5.874,0.78227615
5.875,0.7823882
5.876,0.7825003
5.877,0.7826125
5.8780003,0.7827247
5.879,0.7828369
5.88,0.7829492
5.881,0.7830615
5.882,0.78317386
5.883,0.7832862
5.884,0.7833986
5.885,0.7835111
5.886,0.7836236
5.887,0.7837361
5.888,0.78384864
5.889,0.78396124
5.89,0.7840738
5.891,0.7841865
5.892,0.78429914
5.893,0.78441185
5.894,0.78452456
5.895,0.78463733
5.896,0.7847501
5.897,0.7848629
5.898,0.7849757
5.899,0.78508854
5.9,0.78520143
5.901,0.7853143
5.902,0.7854272
5.903,0.78554016
5.904,0.7856531
5.9049997,0.78576607
5.906,0.7858791
5.907,0.7859921
5.908,0.7861051
5.909,0.78621817
5.91,0.78633124
5.9110003,0.7864443
5.912,0.7865574
5.913,0.7866705
5.914,0.78678364
5.915,0.78689677
5.916,0.7870099
5.917,0.787123
5.918,0.7872362
5.919,0.7873494
5.92,0.7874626
5.921,0.7875758
5.922,0.787689
5.923,0.78780216
5.924,0.78791535
5.925,0.78802854
5.926,0.7881418
5.927,0.78825504
5.928,0.7883683
5.929,0.78848153
5.93,0.7885948
5.9309998,0.78870803
5.932,0.7888213
5.933,0.7889345
5.934,0.7890478
5.935,0.789161
5.936,0.7892743
5.937,0.7893875
5.938,0.7895008
5.939,0.78961396
5.94,0.78972715
5.941,0.78984034
5.942,0.78995353
5.943,0.7900667
5.9440002,0.7901799
5.945,0.7902931
5.946,0.7904063
5.947,0.7905194
5.948,0.79063255
5.949,0.7907457
5.95,0.7908588
5.951,0.79097193
5.952,0.791085
5.953,0.7911981
5.954,0.79131114
5.955,0.7914242
5.956,0.7915372
5.957,0.79165024
5.958,0.79176325
5.959,0.79187626
5.96,0.7919892
5.961,0.79210216
5.962,0.7922151
5.963,0.792328
5.9639997,0.7924409
5.965,0.7925538
5.966,0.7926666
5.967,0.79277945
5.968,0.7928922
5.969,0.793005
5.9700003,0.7931177
5.971,0.7932304
5.972,0.7933431
5.973,0.7934558
5.974,0.79356843
5.975,0.793681
5.976,0.7937936
5.977,0.79390615
5.978,0.7940187
5.979,0.79413116
5.98,0.79424363
5.981,0.79435605
5.982,0.7944684
5.983,0.79458076
5.984,0.79469305
5.985,0.79480535
5.986,0.7949176
5.987,0.7950298
5.988,0.795142
5.989,0.7952541
5.99,0.7953662
5.991,0.7954783
5.992,0.7955903
5.993,0.7957023
5.994,0.7958142
5.995,0.7959261
5.996,0.7960379
5.9969997,0.79614973
5.998,0.7962615
5.999,0.7963732
6,0.7964848
6.001,0.79659647
6.002,0.79670805
6.003,0.79681957
6.004,0.796931
6.005,0.7970425
6.006,0.7971539
6.007,0.79726523
6.008,0.7973765
6.009,0.79748774
6.01,0.7975989
6.011,0.79771
6.012,0.7978211
6.013,0.79793215
6.014,0.79804313
6.015,0.79815406
6.016,0.7982649
6.017,0.7983757
6.018,0.7984865
6.019,0.79859716
6.02,0.7987078
6.021,0.79881835
6.022,0.79892886
6.023,0.7990393
6.024,0.7991497
6.025,0.79926
6.026,0.7993703
6.027,0.7994805
6.028,0.79959065
6.029,0.79970074
6.03,0.79981077
6.031,0.79992074
6.032,0.80003065
6.033,0.8001405
6.034,0.80025023
6.035,0.8003599
6.036,0.8004695
6.037,0.8005791
6.038,0.80068856
6.039,0.800798
6.04,0.8009073
6.041,0.80101657
6.042,0.80112576
6.043,0.8012349
6.044,0.801344
6.045,0.80145293
6.046,0.80156183
6.047,0.8016707
6.048,0.80177945
6.049,0.8018881
6.05,0.8019967
6.051,0.80210525
6.052,0.8022137
6.053,0.8023221
6.054,0.8024304
6.055,0.80253863
6.056,0.80264676
6.057,0.8027548
6.058,0.8028628
6.059,0.8029707
6.06,0.80307853
6.061,0.80318624
6.062,0.8032939
6.063,0.80340147
6.064,0.80350894
6.065,0.80361634
6.066,0.80372363
6.067,0.80383086
6.068,0.803938
6.069,0.804045
6.07,0.804152
6.071,0.8042589
6.072,0.8043657
6.073,0.8044724
6.074,0.804579
6.075,0.80468553
6.076,0.8047919
6.077,0.80489826
6.078,0.8050045
6.079,0.80511063
6.08,0.80521667
6.081,0.80532265
6.082,0.8054285
6.083,0.80553424
6.084,0.8056399
6.085,0.8057455
6.086,0.805851
6.087,0.80595636
6.088,0.8060616
6.089,0.8061668
6.09,0.8062719
6.091,0.8063769
6.092,0.8064818
6.093,0.80658656
6.094,0.8066912
6.095,0.80679584
6.096,0.8069003
6.097,0.8070047
6.098,0.80710894
6.099,0.8072131
6.1,0.8073172
6.101,0.80742115
6.102,0.807525
6.103,0.80762875
6.104,0.8077324
6.105,0.80783594
6.106,0.80793935
6.107,0.80804265
6.108,0.8081459
6.109,0.808249
6.11,0.808352
6.111,0.8084549
6.112,0.8085576
6.113,0.80866027
6.114,0.8087628
6.115,0.8088652
6.116,0.80896753
6.117,0.80906975
6.118,0.80917186
6.119,0.80927384
6.12,0.8093757
6.121,0.80947745
6.122,0.8095791
6.123,0.8096806
6.124,0.80978197
6.125,0.80988324
6.126,0.8099844
6.127,0.8100854
6.128,0.8101863
6.129,0.8102871
6.13,0.8103878
6.131,0.81048834
6.132,0.8105888
6.133,0.8106891
6.134,0.8107893
6.135,0.81088936
6.136,0.8109893
6.137,0.81108916
6.138,0.8111889
6.139,0.8112885
6.14,0.8113879
6.141,0.8114872
6.142,0.8115864
6.143,0.81168544
6.144,0.8117844
6.145,0.8118832
6.146,0.8119819
6.147,0.8120805
6.148,0.8121789
6.149,0.8122772
6.15,0.81237537
6.151,0.8124734
6.152,0.81257135
6.153,0.8126691
6.154,0.81276673
6.155,0.81286424
6.156,0.81296164
6.157,0.8130589
6.158,0.813156
6.159,0.813253
6.16,0.81334984
6.161,0.8134465
6.162,0.8135431
6.163,0.8136395
6.164,0.81373584
6.165,0.813832
6.166,0.813928
6.167,0.8140239
6.168,0.81411964
6.169,0.81421524
6.17,0.8143107
6.171,0.81440604
6.172,0.8145012
6.173,0.8145963
6.174,0.8146912
6.175,0.81478596
6.176,0.8148806
6.177,0.8149751
6.178,0.81506944
6.179,0.8151636
6.18,0.81525767
6.1809998,0.81535155
6.182,0.8154453
6.183,0.81553894
6.184,0.8156324
6.185,0.81572574
6.186,0.8158189
6.187,0.81591195
6.188,0.8160048
6.189,0.81609756
6.19,0.8161901
6.191,0.8162826
6.192,0.81637484
6.193,0.816467
6.1940002,0.81655896
6.195,0.8166508
6.196,0.8167425
6.197,0.81683403
6.198,0.8169254
6.199,0.81701666
6.2,0.81710774
6.201,0.8171987
6.202,0.8172895
6.203,0.8173801
6.204,0.81747055
6.205,0.81756085
6.206,0.81765103
6.207,0.81774104
6.208,0.81783086
6.209,0.81792057
6.21,0.8180101
6.211,0.81809944
6.212,0.81818867
6.213,0.8182777
6.214,0.81836665
6.215,0.8184554
6.216,0.818544
6.217,0.8186324
6.218,0.8187207
6.219,0.8188088
6.22,0.8188967
6.221,0.8189845
6.222,0.8190721
6.223,0.81915957
6.224,0.8192469
6.225,0.81933403
6.226,0.819421
6.227,0.8195078
6.228,0.81959444
6.229,0.8196809
6.23,0.81976724
6.231,0.81985337
6.232,0.8199394
6.233,0.8200252
6.234,0.82011086
6.235,0.82019633
6.236,0.8202817
6.237,0.82036686
6.238,0.82045186
6.239,0.8205367
6.24,0.8206213
6.241,0.8207058
6.242,0.8207901
6.243,0.8208743
6.244,0.82095826
6.245,0.82104206
6.246,0.8211257
6.247,0.82120913
6.248,0.82129246
6.249,0.8213756
6.25,0.8214586
6.251,0.82154137
6.252,0.821624
6.253,0.8217064
6.254,0.82178867
6.255,0.82187074
6.256,0.82195264
6.257,0.8220344
6.258,0.822116
6.259,0.82219744
6.26,0.8222787
6.261,0.82235974
6.262,0.8224406
6.263,0.8225213
6.264,0.82260185
6.265,0.8226822
6.266,0.82276237
6.267,0.82284236
6.268,0.82292217
6.269,0.8230018
6.27,0.82308125
6.271,0.8231605
6.272,0.8232396
6.273,0.82331854
6.274,0.8233973
6.275,0.82347584
6.276,0.8235542
6.277,0.8236324
6.278,0.82371044
6.279,0.8237883
6.28,0.82386595
6.281,0.82394344
6.282,0.82402074
6.283,0.8240979
6.284,0.8241748
6.285,0.8242516
6.2860003,0.8243282
6.287,0.82440454
6.288,0.8244807
6.289,0.8245567
6.29,0.8246325
6.291,0.82470816
6.292,0.8247836
6.293,0.8248589
6.294,0.824934
6.295,0.8250089
6.296,0.8250837
6.297,0.8251582
6.298,0.8252325
6.299,0.82530665
6.3,0.8253806
6.301,0.8254544
6.302,0.825528
6.303,0.82560146
6.304,0.82567465
6.305,0.82574767
6.3059998,0.8258205
6.307,0.82589316
6.308,0.82596564
6.309,0.82603794
6.31,0.82611
6.311,0.8261819
6.312,0.8262536
6.313,0.8263251
6.314,0.82639647
6.315,0.8264676
6.316,0.8265385
6.317,0.82660925
6.318,0.8266798
6.3190002,0.8267502
6.32,0.8268204
6.321,0.82689035
6.322,0.82696015
6.323,0.82702976
6.324,0.82709914
6.325,0.82716835
6.326,0.82723737
6.327,0.8273062
6.328,0.8273748
6.329,0.82744324
6.33,0.8275115
6.331,0.82757956
6.332,0.8276474
6.333,0.82771504
6.334,0.8277825
6.335,0.82784975
6.336,0.8279168
6.337,0.8279837
6.338,0.8280504
6.3389997,0.82811683
6.34,0.8281831
6.341,0.8282492
6.342,0.8283151
6.343,0.82838076
6.344,0.82844627
6.345,0.82851154
6.346,0.8285766
6.347,0.82864153
6.348,0.8287062
6.349,0.8287707
6.35,0.828835
6.351,0.8288991
6.352,0.828963
6.353,0.8290267
6.354,0.8290902
6.355,0.8291535
6.356,0.8292166
6.357,0.8292795
6.358,0.8293422
6.359,0.8294047
6.36,0.829467
6.361,0.8295291
6.362,0.829591
6.363,0.82965267
6.364,0.8297142
6.365,0.82977545
6.366,0.82983655
6.367,0.8298974
6.368,0.8299581
6.369,0.8300186
6.37,0.83007884
6.371,0.8301389
6.372,0.83019876
6.373,0.8302584
6.374,0.8303179
6.375,0.83037716
6.376,0.8304362
6.377,0.83049506
6.378,0.8305537
6.379,0.8306122
6.38,0.8306704
6.381,0.8307285
6.382,0.8307863
6.383,0.8308439
6.384,0.8309013
6.385,0.83095855
6.386,0.8310155
6.387,0.83107233
6.388,0.83112895
6.389,0.83118534
6.39,0.83124155
6.391,0.8312975
6.392,0.8313533
6.393,0.83140886
6.394,0.83146423
6.395,0.83151937
6.396,0.8315743
6.397,0.83162904
6.398,0.8316836
6.399,0.8317379
6.4,0.831792
6.401,0.8318459
6.402,0.8318996
6.403,0.83195305
6.404,0.83200634
6.405,0.8320594
6.406,0.83211225
6.407,0.8321649
6.408,0.83221734
6.409,0.83226955
6.41,0.8323216
6.4110003,0.8323734
6.412,0.832425
6.413,0.8324764
6.414,0.8325276
6.415,0.83257854
6.416,0.8326293
6.417,0.83267987
6.418,0.83273023
6.419,0.83278036
6.42,0.8328303
6.421,0.83288
6.422,0.83292955
6.423,0.83297884
6.424,0.83302796
6.425,0.83307683
6.426,0.83312553
6.427,0.833174
6.428,0.83322227
6.429,0.8332703
6.43,0.8333181
6.4309998,0.83336574
6.432,0.8334131
6.433,0.83346033
6.434,0.8335073
6.435,0.8335541
6.436,0.83360064
6.437,0.833647
6.438,0.83369315
6.439,0.8337391
6.44,0.8337848
6.441,0.8338303
6.442,0.8338756
6.443,0.83392066
6.4440002,0.83396554
6.445,0.8340102
6.446,0.83405465
6.447,0.8340989
6.448,0.8341429
6.449,0.83418673
6.45,0.8342303
6.451,0.8342737
6.452,0.83431685
6.453,0.8343598
6.454,0.83440256
6.455,0.8344451
6.456,0.83448744
6.457,0.8345295
6.458,0.8345714
6.459,0.8346131
6.46,0.83465457
6.461,0.8346958
6.462,0.8347369
6.463,0.8347777
6.4639997,0.8348183
6.465,0.8348587
6.466,0.8348989
6.467,0.8349389
6.468,0.83497864
6.469,0.83501816
6.47,0.8350575
6.471,0.8350966
6.472,0.8351355
6.473,0.8351742
6.474,0.8352127
6.475,0.835251
6.476,0.835289
6.477,0.83532685
6.478,0.83536446
6.479,0.8354019
6.48,0.8354391
6.481,0.83547604
6.482,0.8355128
6.483,0.83554935
6.484,0.8355857
6.485,0.83562183
6.486,0.8356578
6.487,0.8356935
6.488,0.83572894
6.489,0.8357642
6.49,0.8357993
6.491,0.83583415
6.492,0.8358688
6.493,0.83590317
6.494,0.8359374
6.495,0.83597136
6.496,0.83600515
6.497,0.8360387
6.498,0.836072
6.499,0.83610517
6.5,0.83613807
6.501,0.8361708
6.502,0.8362033
6.5030003,0.8362355
6.504,0.8362676
6.505,0.8362994
6.506,0.83633107
6.507,0.8363625
6.508,0.8363937
6.509,0.8364247
6.51,0.83645546
6.511,0.83648604
6.512,0.8365164
6.513,0.83654654
6.514,0.83657646
6.515,0.83660614
6.516,0.83663565
6.517,0.8366649
6.518,0.836694
6.519,0.83672285
6.52,0.83675146
6.521,0.8367799
6.522,0.8368081
6.523,0.8368361
6.524,0.8368639
6.525,0.8368915
6.526,0.83691883
6.527,0.83694595
6.528,0.8369729
6.529,0.8369996
6.5299997,0.8370261
6.531,0.8370524
6.532,0.83707845
6.533,0.8371043
6.534,0.83712995
6.535,0.8371554
6.5360003,0.8371806
6.537,0.83720565
6.538,0.83723044
6.539,0.837255
6.54,0.8372794
6.541,0.8373035
6.542,0.8373275
6.543,0.8373512
6.544,0.83737475
6.545,0.83739805
6.546,0.8374211
6.547,0.837444
6.548,0.83746666
6.549,0.8374891
6.55,0.83751136
6.551,0.8375334
6.552,0.8375552
6.553,0.8375768
6.554,0.8375982
6.555,0.83761936
6.5559998,0.83764035
6.557,0.8376611
6.558,0.83768165
6.559,0.837702
6.56,0.8377221
6.561,0.83774203
6.562,0.83776176
6.563,0.83778125
6.564,0.8378005
6.565,0.8378196
6.566,0.8378384
6.567,0.83785707
6.568,0.8378755
6.5690002,0.8378937
6.57,0.8379117
6.571,0.83792955
6.572,0.83794713
6.573,0.83796453
6.574,0.8379817
6.575,0.8379987
6.576,0.83801544
6.577,0.83803195
6.578,0.8380483
6.579,0.8380644
6.58,0.8380803
6.581,0.83809596
6.582,0.83811146
6.583,0.8381267
6.584,0.8381418
6.585,0.83815664
6.586,0.8381713
6.587,0.8381857
6.588,0.8382
6.5889997,0.838214
6.59,0.8382278
6.591,0.8382414
6.592,0.8382548
6.593,0.838268
6.594,0.838281
6.5950003,0.83829373
6.596,0.8383063
6.597,0.83831865
6.598,0.8383308
6.599,0.8383427
6.6,0.83835447
6.601,0.838366
6.602,0.8383773
6.603,0.8383884
6.604,0.8383993
6.605,0.83841
6.606,0.8384205
6.607,0.8384308
6.608,0.8384409
6.609,0.8384508
6.61,0.83846045
6.611,0.8384699
6.612,0.83847916
6.613,0.8384882
6.614,0.83849704
6.615,0.8385057
6.616,0.83851415
6.617,0.8385224
6.618,0.8385304
6.619,0.8385382
6.62,0.83854586
6.621,0.83855325
6.6219997,0.83856046
6.623,0.83856744
6.624,0.83857423
6.625,0.83858085
6.626,0.8385872
6.627,0.8385934
6.6280003,0.8385994
6.629,0.83860517
6.63,0.83861077
6.631,0.83861613
6.632,0.8386213
6.633,0.83862627
6.634,0.83863103
6.635,0.8386356
6.636,0.83864
6.637,0.83864415
6.638,0.8386481
6.639,0.83865184
6.64,0.8386554
6.641,0.83865875
6.642,0.8386619
6.643,0.8386648
6.644,0.8386676
6.645,0.83867013
6.646,0.83867246
6.647,0.8386746
6.648,0.8386766
6.649,0.8386783
6.65,0.83867985
6.651,0.8386812
6.652,0.83868235
6.653,0.8386833
6.654,0.8386841
6.6549997,0.8386846
6.656,0.838685
6.657,0.83868515
6.658,0.8386851
6.659,0.83868486
6.66,0.83868444
6.6610003,0.8386838
6.662,0.83868295
6.663,0.83868194
6.664,0.8386807
6.665,0.83867925
6.666,0.83867764
6.667,0.8386758
6.668,0.8386738
6.669,0.83867157
6.67,0.8386692
6.671,0.83866656
6.672,0.83866376
6.673,0.8386608
6.674,0.83865756
6.675,0.83865416
6.676,0.8386506
6.677,0.8386468
6.678,0.83864284
6.679,0.83863866
6.68,0.8386343
6.6809998,0.8386298
6.682,0.838625
6.683,0.83862007
6.684,0.83861494
6.685,0.83860964
6.686,0.8386041
6.687,0.8385984
6.688,0.83859247
6.689,0.8385864
6.69,0.83858013
6.691,0.83857363
6.692,0.83856696
6.693,0.8385601
6.6940002,0.8385531
6.695,0.83854586
6.696,0.8385384
6.697,0.8385308
6.698,0.838523
6.699,0.838515
6.7,0.8385068
6.701,0.8384984
6.702,0.83848983
6.703,0.83848107
6.704,0.8384721
6.705,0.838463
6.706,0.8384537
6.707,0.8384442
6.708,0.83843446
6.709,0.83842456
6.71,0.8384145
6.711,0.83840424
6.712,0.8383938
6.713,0.8383832
6.7139997,0.8383724
6.715,0.8383614
6.716,0.8383502
6.717,0.8383388
6.718,0.8383272
6.719,0.8383155
6.7200003,0.83830357
6.721,0.83829147
6.722,0.8382792
6.723,0.83826673
6.724,0.8382541
6.725,0.8382412
6.726,0.83822817
6.727,0.83821493
6.728,0.8382015
6.729,0.83818793
6.73,0.83817416
6.731,0.8381602
6.732,0.8381461
6.733,0.8381318
6.734,0.8381173
6.735,0.83810264
6.736,0.8380878
6.737,0.8380728
6.738,0.8380576
6.739,0.8380422
6.74,0.83802664
6.741,0.8380109
6.742,0.837995
6.743,0.8379789
6.744,0.8379626
6.745,0.8379462
6.746,0.83792955
6.7469997,0.83791274
6.748,0.83789575
6.749,0.8378786
6.75,0.83786124
6.751,0.8378437
6.752,0.837826
6.7530003,0.83780813
6.754,0.8377901
6.755,0.83777183
6.756,0.8377534
6.757,0.8377348
6.758,0.83771604
6.759,0.83769715
6.76,0.8376781
6.761,0.8376588
6.762,0.8376394
6.763,0.8376198
6.764,0.8376
6.765,0.83758
6.766,0.8375599
6.767,0.83753955
6.768,0.83751905
6.769,0.8374984
6.77,0.8374776
6.771,0.83745664
6.772,0.8374355
6.773,0.83741415
6.774,0.8373926
6.775,0.83737093
6.776,0.8373491
6.777,0.8373271
6.778,0.83730495
6.779,0.8372826
6.7799997,0.83726007
6.781,0.83723736
6.782,0.8372145
6.783,0.8371915
6.784,0.83716834
6.785,0.837145
6.7860003,0.8371214
6.787,0.83709776
6.788,0.8370739
6.789,0.8370499
6.79,0.8370257
6.791,0.8370014
6.792,0.8369769
6.793,0.8369522
6.794,0.83692735
6.795,0.8369024
6.796,0.8368772
6.797,0.8368519
6.798,0.8368264
6.799,0.83680075
6.8,0.83677495
6.801,0.83674896
6.802,0.8367228
6.803,0.8366965
6.804,0.83667004
6.805,0.8366434
6.8059998,0.83661664
6.807,0.8365897
6.808,0.8365626
6.809,0.83653533
6.81,0.8365079
6.811,0.8364803
6.812,0.8364526
6.813,0.8364247
6.814,0.83639663
6.815,0.83636844
6.816,0.83634007
6.817,0.8363116
6.818,0.8362829
6.8190002,0.83625406
6.82,0.8362251
6.821,0.83619595
6.822,0.8361666
6.823,0.8361372
6.824,0.83610755
6.825,0.8360778
6.826,0.8360479
6.827,0.83601785
6.828,0.8359876
6.829,0.8359572
6.83,0.8359267
6.831,0.835896
6.832,0.8358652
6.833,0.8358342
6.834,0.8358031
6.835,0.8357718
6.836,0.8357404
6.837,0.8357088
6.838,0.8356771
6.8389997,0.8356452
6.84,0.8356132
6.841,0.835581
6.842,0.8355487
6.843,0.8355162
6.844,0.8354836
6.8450003,0.8354508
6.846,0.8354179
6.847,0.83538485
6.848,0.83535165
6.849,0.83531827
6.85,0.83528477
6.851,0.83525115
6.852,0.83521736
6.853,0.83518344
6.854,0.83514935
6.855,0.83511513
6.856,0.83508074
6.857,0.83504623
6.858,0.8350116
6.859,0.8349768
6.86,0.83494186
6.861,0.8349068
6.862,0.8348716
6.863,0.83483624
6.864,0.8348007
6.865,0.8347651
6.866,0.8347293
6.867,0.8346934
6.868,0.8346573
6.869,0.83462113
6.87,0.8345848
6.871,0.8345483
6.8719997,0.8345117
6.873,0.8344749
6.874,0.834438
6.875,0.834401
6.876,0.8343639
6.877,0.83432657
6.8780003,0.83428913
6.879,0.8342516
6.88,0.8342139
6.881,0.83417606
6.882,0.8341381
6.883,0.8341
6.884,0.8340618
6.885,0.8340234
6.886,0.8339849
6.887,0.8339463
6.888,0.83390754
6.889,0.8338686
6.89,0.8338296
6.891,0.8337904
6.892,0.83375114
6.893,0.83371174
6.894,0.83367217
6.895,0.83363247
6.896,0.83359265
6.897,0.8335527
6.898,0.83351266
6.899,0.8334725
6.9,0.8334322
6.901,0.8333917
6.902,0.83335114
6.903,0.8333104
6.904,0.8332696
6.9049997,0.83322865
6.906,0.8331876
6.907,0.8331464
6.908,0.8331051
6.909,0.83306366
6.91,0.83302206
6.9110003,0.83298033
6.912,0.8329385
6.913,0.83289653
6.914,0.83285445
6.915,0.83281225
6.916,0.83276993
6.917,0.8327275
6.918,0.83268493
6.919,0.83264226
6.92,0.83259946
6.921,0.83255655
6.922,0.8325135
6.923,0.83247036
6.924,0.8324271
6.925,0.8323837
6.926,0.8323402
6.927,0.83229655
6.928,0.8322528
6.929,0.83220893
6.93,0.83216494
6.9309998,0.83212084
6.932,0.8320766
6.933,0.83203226
6.934,0.83198786
6.935,0.83194333
6.936,0.8318987
6.937,0.8318539
6.938,0.83180904
6.939,0.83176404
6.94,0.8317189
6.941,0.8316737
6.942,0.8316283
6.943,0.83158284
6.9440002,0.8315373
6.945,0.83149165
6.946,0.8314459
6.947,0.8314
6.948,0.83135396
6.949,0.8313078
6.95,0.83126163
6.951,0.8312153
6.952,0.8311689
6.953,0.83112234
6.954,0.83107567
6.955,0.83102894
6.956,0.8309821
6.957,0.8309351
6.958,0.83088803
6.959,0.8308409
6.96,0.8307936
6.961,0.83074623
6.962,0.8306987
6.963,0.83065116
6.9639997,0.8306035
6.965,0.8305557
6.966,0.83050776
6.967,0.8304598
6.968,0.8304117
6.969,0.83036345
6.9700003,0.8303152
6.971,0.8302668
6.972,0.83021826
6.973,0.8301697
6.974,0.830121
6.975,0.83007216
6.976,0.8300233
6.977,0.8299743
6.978,0.8299252
6.979,0.829876
6.98,0.8298267
6.981,0.8297773
6.982,0.8297278
6.983,0.82967824
6.984,0.8296286
6.985,0.8295788
6.986,0.8295289
6.987,0.829479
6.988,0.8294289
6.989,0.8293788
6.99,0.82932854
6.991,0.82927823
6.992,0.8292278
6.993,0.82917726
6.994,0.82912666
6.995,0.82907593
6.996,0.82902515
6.9969997,0.82897425
6.998,0.8289233
6.999,0.8288722
7,0.82882106
7.001,0.8287698
7.002,0.8287185
7.003,0.82866704
7.004,0.82861555
7.005,0.828564
7.006,0.8285123
7.007,0.8284606
7.008,0.8284087
7.009,0.8283568
7.01,0.82830477
